"No.","Time","Source","Destination","Protocol","Info"
"1674","1593264453.237842","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  9745; Unit:   1, Func:   5: Write Single Coil"
"1675","1593264453.240685","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  9745; Unit:   1, Func:   5: Write Single Coil"
"1676","1593264453.240784","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 20552; Unit:   1, Func:   5: Write Single Coil"
"1678","1593264453.243986","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 20552; Unit:   1, Func:   5: Write Single Coil"
"1679","1593264453.244100","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 32805; Unit:   1, Func:   5: Write Single Coil"
"1680","1593264453.247387","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 32805; Unit:   1, Func:   5: Write Single Coil"
"1681","1593264453.247507","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 13702; Unit:   1, Func:   5: Write Single Coil"
"1682","1593264453.250761","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 13702; Unit:   1, Func:   5: Write Single Coil"
"1683","1593264453.250867","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 40667; Unit:   1, Func:   5: Write Single Coil"
"1685","1593264453.254041","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 40667; Unit:   1, Func:   5: Write Single Coil"
"1686","1593264453.254158","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42179; Unit:   1, Func:   5: Write Single Coil"
"1687","1593264453.257481","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42179; Unit:   1, Func:   5: Write Single Coil"
"1688","1593264453.257600","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 51720; Unit:   1, Func:   5: Write Single Coil"
"1689","1593264453.260828","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 51720; Unit:   1, Func:   5: Write Single Coil"
"1690","1593264453.260893","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 23391; Unit:   1, Func:   5: Write Single Coil"
"1692","1593264453.264092","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 23391; Unit:   1, Func:   5: Write Single Coil"
"2982","1593264453.764797","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4050; Unit:   1, Func:   5: Write Single Coil"
"2983","1593264453.766425","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4050; Unit:   1, Func:   5: Write Single Coil"
"2984","1593264453.766501","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 37040; Unit:   1, Func:   5: Write Single Coil"
"2985","1593264453.769749","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 37040; Unit:   1, Func:   5: Write Single Coil"
"2986","1593264453.769876","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 22430; Unit:   1, Func:   5: Write Single Coil"
"2988","1593264453.773472","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 22430; Unit:   1, Func:   5: Write Single Coil"
"2989","1593264453.773565","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  8111; Unit:   1, Func:   5: Write Single Coil"
"2990","1593264453.776744","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  8111; Unit:   1, Func:   5: Write Single Coil"
"2991","1593264453.776857","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 43098; Unit:   1, Func:   5: Write Single Coil"
"2992","1593264453.780027","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 43098; Unit:   1, Func:   5: Write Single Coil"
"2993","1593264453.780136","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 45909; Unit:   1, Func:   5: Write Single Coil"
"2994","1593264453.783360","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 45909; Unit:   1, Func:   5: Write Single Coil"
"2995","1593264453.783468","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 32988; Unit:   1, Func:   5: Write Single Coil"
"2996","1593264453.786671","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 32988; Unit:   1, Func:   5: Write Single Coil"
"2997","1593264453.786703","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 30957; Unit:   1, Func:   5: Write Single Coil"
"2998","1593264453.790005","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 30957; Unit:   1, Func:   5: Write Single Coil"
"3037","1593264454.290548","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 30300; Unit:   1, Func:   5: Write Single Coil"
"3038","1593264454.292103","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 30300; Unit:   1, Func:   5: Write Single Coil"
"3039","1593264454.292166","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 12235; Unit:   1, Func:   5: Write Single Coil"
"3040","1593264454.295542","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 12235; Unit:   1, Func:   5: Write Single Coil"
"3041","1593264454.295635","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 14267; Unit:   1, Func:   5: Write Single Coil"
"3043","1593264454.298751","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 14267; Unit:   1, Func:   5: Write Single Coil"
"3044","1593264454.298845","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18773; Unit:   1, Func:   5: Write Single Coil"
"3045","1593264454.302096","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18773; Unit:   1, Func:   5: Write Single Coil"
"3046","1593264454.302214","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 62259; Unit:   1, Func:   5: Write Single Coil"
"3047","1593264454.305479","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 62259; Unit:   1, Func:   5: Write Single Coil"
"3048","1593264454.305541","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 31656; Unit:   1, Func:   5: Write Single Coil"
"3049","1593264454.308692","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 31656; Unit:   1, Func:   5: Write Single Coil"
"3050","1593264454.308817","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 59992; Unit:   1, Func:   5: Write Single Coil"
"3051","1593264454.311980","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 59992; Unit:   1, Func:   5: Write Single Coil"
"3052","1593264454.312079","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 57893; Unit:   1, Func:   5: Write Single Coil"
"3054","1593264454.315440","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 57893; Unit:   1, Func:   5: Write Single Coil"
"3055","1593264454.315611","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 52720; Unit:   1, Func:   5: Write Single Coil"
"3057","1593264454.318720","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 52720; Unit:   1, Func:   5: Write Single Coil"
"3058","1593264454.318801","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 53177; Unit:   1, Func:   5: Write Single Coil"
"3059","1593264454.322137","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 53177; Unit:   1, Func:   5: Write Single Coil"
"3060","1593264454.322239","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 41439; Unit:   1, Func:   5: Write Single Coil"
"3061","1593264454.325462","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 41439; Unit:   1, Func:   5: Write Single Coil"
"3062","1593264454.325761","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  4388; Unit:   1, Func:   5: Write Single Coil"
"3064","1593264454.328726","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  4388; Unit:   1, Func:   5: Write Single Coil"
"3065","1593264454.328852","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18638; Unit:   1, Func:   5: Write Single Coil"
"3066","1593264454.332033","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18638; Unit:   1, Func:   5: Write Single Coil"
"3067","1593264454.332115","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 28886; Unit:   1, Func:   5: Write Single Coil"
"3068","1593264454.335351","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 28886; Unit:   1, Func:   5: Write Single Coil"
"3069","1593264454.335433","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 40657; Unit:   1, Func:   5: Write Single Coil"
"3070","1593264454.338680","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 40657; Unit:   1, Func:   5: Write Single Coil"
"3099","1593264454.839183","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  6968; Unit:   1, Func:   5: Write Single Coil"
"3100","1593264454.840149","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  6968; Unit:   1, Func:   5: Write Single Coil"
"3101","1593264454.840263","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  9753; Unit:   1, Func:   5: Write Single Coil"
"3102","1593264454.843474","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  9753; Unit:   1, Func:   5: Write Single Coil"
"3103","1593264454.843581","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 64207; Unit:   1, Func:   5: Write Single Coil"
"3105","1593264454.846822","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 64207; Unit:   1, Func:   5: Write Single Coil"
"3106","1593264454.846887","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 10699; Unit:   1, Func:   5: Write Single Coil"
"3107","1593264454.850309","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 10699; Unit:   1, Func:   5: Write Single Coil"
"3108","1593264454.850383","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 26507; Unit:   1, Func:   5: Write Single Coil"
"3109","1593264454.853624","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 26507; Unit:   1, Func:   5: Write Single Coil"
"3110","1593264454.853682","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 58113; Unit:   1, Func:   5: Write Single Coil"
"3111","1593264454.856900","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 58113; Unit:   1, Func:   5: Write Single Coil"
"3112","1593264454.856986","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 33809; Unit:   1, Func:   5: Write Single Coil"
"3113","1593264454.860247","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 33809; Unit:   1, Func:   5: Write Single Coil"
"3114","1593264454.860308","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 33668; Unit:   1, Func:   5: Write Single Coil"
"3115","1593264454.863582","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 33668; Unit:   1, Func:   5: Write Single Coil"
"3149","1593264455.363612","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 13792; Unit:   1, Func:   5: Write Single Coil"
"3150","1593264455.364908","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 13792; Unit:   1, Func:   5: Write Single Coil"
"3151","1593264455.364959","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 24285; Unit:   1, Func:   5: Write Single Coil"
"3152","1593264455.368303","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 24285; Unit:   1, Func:   5: Write Single Coil"
"3153","1593264455.368304","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 51530; Unit:   1, Func:   5: Write Single Coil"
"3154","1593264455.371589","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 51530; Unit:   1, Func:   5: Write Single Coil"
"3155","1593264455.371611","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 31065; Unit:   1, Func:   5: Write Single Coil"
"3156","1593264455.374753","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 31065; Unit:   1, Func:   5: Write Single Coil"
"3157","1593264455.374890","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 22866; Unit:   1, Func:   5: Write Single Coil"
"3158","1593264455.378153","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 22866; Unit:   1, Func:   5: Write Single Coil"
"3159","1593264455.378197","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 60196; Unit:   1, Func:   5: Write Single Coil"
"3160","1593264455.381523","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 60196; Unit:   1, Func:   5: Write Single Coil"
"3161","1593264455.381614","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 55542; Unit:   1, Func:   5: Write Single Coil"
"3163","1593264455.384572","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 55542; Unit:   1, Func:   5: Write Single Coil"
"3164","1593264455.384685","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 18230; Unit:   1, Func:   5: Write Single Coil"
"3165","1593264455.387789","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 18230; Unit:   1, Func:   5: Write Single Coil"
"3166","1593264455.387920","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 21217; Unit:   1, Func:   5: Write Single Coil"
"3167","1593264455.391222","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 21217; Unit:   1, Func:   5: Write Single Coil"
"3168","1593264455.391316","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 12529; Unit:   1, Func:   5: Write Single Coil"
"3169","1593264455.394616","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 12529; Unit:   1, Func:   5: Write Single Coil"
"3170","1593264455.394672","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 32947; Unit:   1, Func:   5: Write Single Coil"
"3171","1593264455.397796","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 32947; Unit:   1, Func:   5: Write Single Coil"
"3172","1593264455.397931","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 57548; Unit:   1, Func:   5: Write Single Coil"
"3173","1593264455.401342","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 57548; Unit:   1, Func:   5: Write Single Coil"
"3174","1593264455.401388","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 51245; Unit:   1, Func:   5: Write Single Coil"
"3176","1593264455.404606","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 51245; Unit:   1, Func:   5: Write Single Coil"
"3177","1593264455.404672","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 56888; Unit:   1, Func:   5: Write Single Coil"
"3178","1593264455.407883","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 56888; Unit:   1, Func:   5: Write Single Coil"
"3179","1593264455.407970","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 54695; Unit:   1, Func:   5: Write Single Coil"
"3180","1593264455.411241","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 54695; Unit:   1, Func:   5: Write Single Coil"
"3233","1593264455.911519","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 27034; Unit:   1, Func:   5: Write Single Coil"
"3234","1593264455.912731","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 27034; Unit:   1, Func:   5: Write Single Coil"
"3235","1593264455.912849","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 30585; Unit:   1, Func:   5: Write Single Coil"
"3237","1593264455.916097","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 30585; Unit:   1, Func:   5: Write Single Coil"
"3238","1593264455.916194","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 64289; Unit:   1, Func:   5: Write Single Coil"
"3239","1593264455.919385","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 64289; Unit:   1, Func:   5: Write Single Coil"
"3240","1593264455.919507","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 42760; Unit:   1, Func:   5: Write Single Coil"
"3242","1593264455.922697","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans: 42760; Unit:   1, Func:   5: Write Single Coil"
"3243","1593264455.922751","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans:  3268; Unit:   1, Func:   5: Write Single Coil"
"3246","1593264455.926141","123.145.120.102","123.145.120.99","Modbus/TCP","Response: Trans:  3268; Unit:   1, Func:   5: Write Single Coil"
"3247","1593264455.926299","123.145.120.99","123.145.120.102","Modbus/TCP","   Query: Trans: 50382; Unit:   1, Func:   5: Write Single Coil"
